qid	q_1	q_2	label
52398	劳动者不愿交社保后反悔	员工不愿购买社会保险公司题	0
52418	解聘退休返聘人员企业支付补偿金	员工退休年龄离职公司支付经济补偿金	0
52483	单位推荐人出庭辩护	员工老板出庭辩护	0
52518	超过60岁辞退有没有补偿	员工满60岁遭公司辞退补偿	1
52539	员工醉酒后上下班时发生交通事故工伤	员工上下班途中发生交通事故算工伤	0
52597	上班途中无证驾驶发生事故公司需承担赔偿责任	员工下班时间交通事故老板承担连带责任	0
52632	试用期员工享受婚假产假	员工试用期享受婚假	0
52635	试用期员工享受婚假	员工试用期享受婚假	1
52721	填制原始凭证遵守规则	原始凭证审核包括内容	0
52792	转委托后代理人代理权	委托代理中代理人被代理人权利义务	0
52827	再婚变更子女抚养权理由	再婚家庭一方子女变更抚养权时需经另一方同意不	1
52834	再婚办理婚前财产公证	再婚做婚前财产公证	1
52856	再追索权人行使再追索权	再追索权再追索权行使实质要件	0
52889	收购赃物承担法律责任	不知情购买赃物负法律责任	0
52958	租赁物损坏情况承租人赔偿	承租人损害出租人义务赔偿	0
53044	行人情况应负责交通事故责任	高速公路行人发生交通事故责任划分	0
53059	拖欠租金拒不搬走起诉强制搬走	起诉数次拖欠租金拒不搬走租客强制搬走	1
53141	离婚第三者孩子重婚	婚内第三者孩子算重婚	1
53157	检察院辖区外调查取证检察人员	检察院调查时纪检委党员	0
53166	道路交通事故致人伤残受害人有权赔偿损失	交通事故中侵权人赔偿精神损害赔偿	0
53308	货到付款收货方拒付运费找承担责任	货到付款收货方拒付运费找承担责任	1
53317	时间提出申请人身安全保护令是恰当	申请人身安全保护令要地点提出	0
53366	情形下行政机关作出解除冻结	情形下行政机关作出解除冻结	1
53369	我国合同法合同债权不能转让	性质合同中债权转让	1
53392	劳动者试用期内不符合试用条件单位可否延长试用期	试用期内用人单位随时走人	0
53487	乘坐火车时摔伤找承担赔偿责任	乘坐火车死亡承担赔偿责任	0
53535	学生兼职过程中受伤认定工伤	在校学生兼职期间受伤工伤人身损害赔偿	1
53585	竞争中串通投标承担后果	招标投标实践中认定串通投标主体包括	0
53611	继承人提取住房公积金应提供相关证明材料	在职期间公司开证明提取公积金	0
53622	中国孩子犯法	中国孩子不犯法	0
53646	夫妻一方不扶养另一方	履行夫妻之间扶养义务	0
53760	受遗赠人方式接受遗赠	才算接受遗赠	0
53762	上市公司股票交易	操作股票才能拿到上市公司股票分红	1
53795	执行申请立案	法院申请强制执行立案	1
53827	自行约定抵押担保期间	抵押期限可否自行约定	0
53843	小学生网上花5000块买东西钱追回来	追回来钱大发上输七万	0
53863	法律援助过程中题投诉	去投诉法律援助律师	0
53923	公正两人都到场	婚前财产公证都到场	0
53941	微博实名举报操作	实名举报	1
53945	实名举报懂	实名举报	1
54009	才算家庭暴力	才算家庭暴力	1
54040	一房二卖未买房人赔偿	一房卖纠纷	0
54049	收集婚后对方出轨证据	证据才能证明婚姻中出轨	0
54086	资产评估司法鉴定	司法鉴定评估	0
54153	申请法律援助律师帮写起诉状	申请法律援助律师不收费会尽力帮	0
54198	理解告诫执行原则	学会适度原则	0
54244	增值税普通发票卷票提供税号	增值税普通发票卷票提供税号	1
54264	增值税专用发票增值税普通发票区别	增值税专用发票增值税普通发票区别	1
54348	网络诈骗罪1000万判年	诈骗1000万判刑	1
54419	诈骗案刑事诉讼时效多久	诈骗诉讼有没有诉讼时效	0
54449	金额定诈骗罪	诈骗罪成立诈骗金额定义	1
54454	诈骗罪量刑标准	诈骗罪量刑标准	1
54478	合同认定合同	无效合同形式	1
54576	债权人撤销权随时行使	债权人撤销权行使	0
54616	无效婚姻包括重婚情况	重婚婚姻	0
54632	债权人拒绝债务人提前履行债务	债权人拒绝债务人提前履行债务	1
54693	法院判决生效债权人死亡法定继承人有权申请执行	债权人死亡继承人法院起诉时原告	0
54746	债权债务归于一人合同还履行	债权债务归于一人合同还履行	1
54751	次债务人概述	债权债务概括转移	0
54763	丧偶儿媳改嫁后还继承公婆财产	代为继承丧偶媳妇继承权	0
54829	债权转让通知理解	债权转让通知函写理解	0
54849	转移债务须债权人同意	债权转让需债务人同意 通知同意	0
54868	合同法债务相互抵消	债权转让债务抵销之间关系	0
54880	证券公司承销证券方式	债券承销方式区别	0
54934	债务转移	债务转移	1
54957	债务人债权人代位权	债务人合法权利	0
55047	债务转移中债务人同意	债务人转移债务债权人同意	0
55055	债务抵销	债务抵销	1
55126	老公人做担保妻子需承担保证责任	丈夫别人担保妻子财产关系	0
55168	丧偶儿媳改嫁后还继承公婆财产	丈夫早年死亡媳妇继承公婆财产	1
55182	签借款合同本金	签借款合同利息	1
55200	找代写作品预防纠纷	找律师代写一份民事纠纷上诉材料钱	0
55230	交通事故逃逸拘留多久	肇事逃逸拘留15天	0
55318	房屋拆迁不服起诉	针对房屋征收行政提起诉讼时间	0
55378	征用物权法	征收征用区别	0
55400	十字路口交通事故责任划分法规	行驶车辆超车变道车辆发生交通事故责任划分	0
55433	正当防卫具备条件	正当防卫条件	1
55486	证据确实符合条件	证据确实符合条件	1
55621	证人出庭作证	证人出庭作证	1
55680	投诉非法农用地	政府非法占用农民土地	0
55692	工程施工扰民解决	政府施工扰民	1
55694	限售政策导致房屋买卖合同履行	政府限售导致房产交易	1
55740	支票上记载事项	支票上记载事项	1
55876	执行行政拘留期间暂缓执行	执行行政拘留期间暂缓执行	1
55938	职工代表大会工会关系	职工代表大会工会会员代表大会区别	0
55939	客户公司破产追回货款	公司倒闭拖欠货款采购员承担责任	0
56002	孤儿院领养小孩条件	收养人领养小孩	0
56048	指定监护人	指定监护人程序	0
56134	质证	质证	1
56188	盗用别人身份证处罚	治安管理处罚法冒用身份证	1
56206	治安管理处罚法地域	治安管理处罚条例治安管理处罚法区别	0
56225	情况行政拘留不用送拘留所执行	治安拘留执行情况	0
56241	中标通知书发出后中标人放弃中标的	中标后不响应招标文件	0
56244	拿车做抵押只交车辆登记证抵押	买轿车按揭贷款车辆登记证抵押银行	0
56245	中标人放弃中标退回保证金	中标通知书发出后中标人放弃中标的	0
56326	房产抵押担保未登记债权人请拍卖房屋违法	房产抵押担保未登记债权人有权请拍卖房屋受偿	0
56424	证券登记结算机构应履行职能	中国证券登记结算公司干什么	1
56463	教师奖励教师法作	中华人民共和国教师法中教师享有权利	0
56483	借钱朋友签书面合同做才能维权	私下借钱朋友签书面合同维权	1
56532	中外合作经营企业去核准登记	中外合资经营企业中外合作经营企业区别	0
56543	判处死刑执行部门核准	中院做出死刑执行判决生效	0
56557	法律援助免费法律援助都申请	终止法律援助情形	0
56558	撤销合同终止合同解除合同意义	终止合同解除合同区别	0
56667	担保人拒绝履行担保	担保人不担保	0
56714	事故发生后保险公司理赔	疾病保险理赔	0
56761	重婚罪取证	重婚罪合法取证	1
56764	重婚罪拘留多久开庭	重婚罪收到传票多久开庭	0
56765	重婚受害方赔偿	重婚罪受害方维护权利	0
56872	小区外墙上挂广告收益	住宅外墙挂广告牌	0
56959	商标注册文件包括	注册商标提供文件	1
57015	企业经营异常申请注销	注销公司公司异常	0
57043	著作权侵权损害赔偿计算	著作权法侵权赔偿应哪些因素	0
57071	婚后保证书写打印手写手写法律效益	婚内保证书手写	0
57083	专利侵权	专利侵权	1
57117	侵犯知识产权解决方式	专利侵权解决途径	0
57158	未经配偶同意收养小孩	结婚收养小孩	0
57185	我国专利种类	专利申请三种类型	0
57189	专利许可收费标准	专利实施许可费用	0
57300	工程监理出具工程不合格证明鉴定意见	装修工程质量不合格应申请鉴定	0
57301	装修工程质量不合格应申请鉴定	装修工程质量不合格应申请鉴定	1
57314	装修合同签订哪些方面	装修合同签订哪些方面	1
57317	签装修合同时要交费用	装修合同签订费用交	0
57388	离婚证据	起诉离婚第一步做	0
57478	子女不赡养父母	子女不赡养父母	1
57500	未签物管合同业主拒交物业管理费	未签物业合同不交物业费	1
57536	情形增值税专用发票不需认证	开增值税发票过程中需不需要认证	0
57580	公司不发奖金	自离公司不发工资	0
57617	遗嘱有效期限多久	书遗嘱有效期限	0
57680	走私两万元处罚	走私香烟量刑	0
57718	解除银行签订借款合同	续约银行签订借款合同	1
57724	租房到期房子拆迁还补偿	租房拆迁赔偿	0
57767	合租发生纠纷房东退押金	租房纠纷房东不退押金找部门	0
57779	租房前交定金不租退	租房前交定金不租退	1
57798	找中介租房押一付三合法	租房押一付三	0
57831	房屋租赁过程中房东先付定金	租房子先付定金不想租退	0
57849	租来车子有题毁损赔	租来车子有题毁损赔	1
57864	租赁合同到期不续签租赁原合同	租赁合同到期后续签租随时解除合同	0
57948	最低工资包括加班费	最低工资标准包括奖金加班费	0
58113	醉酒驾驶机动车驾驶证吊销后几年内办理驾驶证	醉驾会吊销驾照	0
58124	醉酒人犯罪负刑事责任	醉酒人犯罪负刑事责任	1
58163	醉驾a2驾驶证吊销五年恢复后a2	醉酒驾驶吊销驾驶证	0
58213	非法查询征信信息牟利会坐牢	坐牢会影响征信	0
58293	现场勘察	做现场勘查遵循步骤	1
58299	整形美容手术前要签协议	做整形美容先付钱先签协议	0
